subject_id,group,covariate_X,target_Y,lag_steps,lag_ms,f_stat_residual,p_value_residual
sub-041,C,P3,Fp1,50,100,20.813430268675127,2.391156416209611e-67
sub-041,C,Fp1,P3,5,10,32.01722103090159,2.4241204434426406e-26
sub-041,C,Fp1,P3,10,20,22.116233834207385,4.761149531743138e-31
sub-041,C,Fp1,P3,20,40,14.892719138322343,3.719367609604353e-34
sub-041,C,Fp1,P3,30,60,26.922934134340988,1.1652337300847599e-66
sub-041,C,Fp1,P3,40,80,24.737889010130164,2.7978126980045108e-70
sub-041,C,Fp1,P3,50,100,20.561030960265935,8.283377873730558e-67
sub-041,C,P4,Fp2,5,10,46.38662400101534,8.134765765470067e-36
sub-041,C,P4,Fp2,10,20,26.419585523346683,4.090367193154722e-36
sub-041,C,P4,Fp2,20,40,18.505834369766305,3.525887031645549e-41
sub-041,C,P4,Fp2,30,60,16.245594000970133,6.062974120179023e-46
sub-041,C,P4,Fp2,40,80,16.718083234952587,1.9503554534057822e-53
sub-041,C,P4,Fp2,50,100,13.820846006000767,3.155087155241493e-50
sub-041,C,Fp2,P4,5,10,22.2234190114085,4.518490254239258e-19
sub-041,C,Fp2,P4,10,20,17.170370077309126,9.633838937892447e-25
sub-041,C,Fp2,P4,20,40,13.837816440045938,5.790268781039113e-32
sub-041,C,Fp2,P4,30,60,18.042922517275876,6.252723270043419e-50
sub-041,C,Fp2,P4,40,80,14.329207092637098,2.1770367699549676e-47
sub-041,C,Fp2,P4,50,100,11.751546370607352,4.609302448591554e-44
sub-042,C,P3,Fp1,5,10,83.26056805760307,1.8210800417023262e-55
sub-042,C,P3,Fp1,10,20,41.773224970138706,1.1640587379746642e-51
sub-042,C,P3,Fp1,20,40,20.77003640076414,3.078309496444661e-45
sub-042,C,P3,Fp1,30,60,13.441561898738964,3.392154281571873e-39
sub-042,C,P3,Fp1,40,80,11.357493730414694,5.877049645927118e-39
sub-042,C,P3,Fp1,50,100,10.070778997699191,1.4769550601314336e-38
sub-042,C,Fp1,P3,5,10,77.00784882096319,1.6651420924303058e-52
sub-042,C,Fp1,P3,10,20,40.220031250758915,3.073264683723904e-50
sub-042,C,Fp1,P3,20,40,20.55875736270228,7.192993283258566e-45
sub-042,C,Fp1,P3,30,60,15.968673691426948,2.6251593385597642e-45
sub-042,C,Fp1,P3,40,80,19.823674496721942,1.6353400076433674e-60
sub-042,C,Fp1,P3,50,100,17.253081276899906,3.0484301007367714e-59
sub-042,C,P4,Fp2,5,10,67.52904264441298,9.312698490015141e-48
sub-042,C,P4,Fp2,10,20,34.324533939555586,1.4801978906809865e-44
sub-042,C,P4,Fp2,20,40,18.09106914516656,2.079146253812859e-40
sub-042,C,P4,Fp2,30,60,12.786811329851195,1.6215895080930952e-37
sub-042,C,P4,Fp2,40,80,10.800347129206326,3.023887752200618e-37
sub-042,C,P4,Fp2,50,100,9.370799470016987,4.10418499040949e-36
sub-042,C,Fp2,P4,5,10,215.18225013020458,3.7909628267742954e-99
sub-042,C,Fp2,P4,10,20,107.61461572730154,2.0210364281545058e-94
sub-042,C,Fp2,P4,20,40,52.61686465527689,1.7125994863968015e-85
sub-042,C,Fp2,P4,30,60,34.220242445882405,9.84120022005202e-78
sub-042,C,Fp2,P4,40,80,31.696864155811543,6.795821727259119e-82
sub-042,C,Fp2,P4,50,100,25.000940977990084,1.1941254635982308e-75
sub-043,C,P3,Fp1,5,10,104.49297328372064,1.1612689977752269e-64
sub-043,C,P3,Fp1,10,20,68.21266396550547,3.597438311102039e-72
sub-043,C,P3,Fp1,20,40,45.75280699743368,1.1551139247296359e-78
sub-043,C,P3,Fp1,30,60,36.480157509785485,8.359683687457939e-81
sub-043,C,P3,Fp1,40,80,34.32440615401706,9.19191987145283e-86
sub-043,C,P3,Fp1,50,100,28.559377771155347,6.881219902383387e-82
sub-043,C,Fp1,P3,5,10,92.2892990743401,1.5788871372018228e-59
